Tipo de contrato,Procedimiento de adjudicación,Criterios de adjudicación,Entidad impulsora,Duración del contrato,Importe de adjudicación,Presupuesto sin IVA,¿Caracter plurianual?,CPV,División en lotes,Nº de licitadores presentados,¿UTE?
Servicios,Abierto,Mejor precio,Seguridad,Menos de 1 año,29500.0,33057.85,0,71,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,Menos de 1 año,100000.0,121000.0,0,79,0,Menos de 5 licitadores,0
Obras,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,191691.06,212903.65,0,45,0,Menos de 5 licitadores,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,325433.51,388707.26,0,45,0,5-10 licitadores,0
Suministros,Abierto Simplificado,Mejor precio,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,27000.0,46410.0,0,39,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,20027.4,38016.53,0,39,0,5-10 licitadores,0
Obras,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,339674.08,394970.1,0,45,0,5-10 licitadores,0
Suministros,Abierto,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,206611.57,250000.0,0,39,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,90648.0,131070.0,1,71,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,29880.0,32000.0,0,79,0,Menos de 5 licitadores,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,112507.36,249900.0,0,34,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,91955.0,112140.0,0,79,1,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Salud,Menos de 1 año,17750.0,21477.5,0,98,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,Menos de 1 año,32000.0,40000.0,0,79,0,5-10 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,91818.18,100000.0,0,18,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Turismo, Comercio y Consumo",Menos de 1 año,42050.0,50000.0,0,79,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,Menos de 1 año,46000.0,59504.13,0,92,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,Menos de 1 año,27900.0,30000.0,0,79,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,477209.51,509420.45,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Salud,Menos de 1 año,120254.0,121254.0,0,71,0,Menos de 5 licitadores,0
Obras,Abierto,Mejor precio,Seguridad,Menos de 1 año,466764.08,491473.28,0,45,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,150000.0,250000.0,0,71,0,5-10 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,Seguridad,Menos de 1 año,30740.0,37195.4,0,48,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,66500.0,70000.0,0,79,0,Menos de 5 licitadores,1
Servicios,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,47640.6,68058.0,0,50,1,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,1-3 años,202000.0,244420.0,0,85,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,1-3 años,33990.0,60500.0,0,71,0,Menos de 5 licitadores,1
Servicios,Negociado Sin Publicidad,Mejor precio,"Igualdad, Justicia y Políticas Sociales",3-6 años,53883.02,60709.38,1,90,1,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Turismo, Comercio y Consumo",Menos de 1 año,47905.88,49586.78,0,80,0,Menos de 5 licitadores,0
Suministros,Derivado de Acuerdo Marco,Otros,Educación,3-6 años,51935.99,64618.4,0,45,0,Menos de 5 licitadores,0
Suministros,Derivado de Acuerdo Marco,Otros,Educación,3-6 años,240062.9,290476.11,0,45,0,Menos de 5 licitadores,0
Suministros,Abierto Simplificado,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,36400.0,52000.0,0,34,0,Menos de 5 licitadores,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,174627.54,203670.61,0,45,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,55000.0,66550.0,0,71,0,Menos de 5 licitadores,1
Servicios,Abierto,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,Menos de 1 año,50000.0,60500.0,0,71,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,Menos de 1 año,60000.0,72600.0,0,79,0,Menos de 5 licitadores,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,219439.33,237451.2,0,45,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,1-3 años,332750.0,411500.0,0,18,1,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,31713.5,65000.0,0,71,0,10-15 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,30000.0,50000.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,Menos de 1 año,34020.0,36000.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,1-3 años,181500.0,454545.45,0,63,1,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,34300.0,82868.92,0,38,1,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,41142.78,63000.0,1,71,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,139581.82,155090.91,1,79,0,Menos de 5 licitadores,0
Suministros,Derivado de Acuerdo Marco,Otros,Educación,1-3 años,263199.7,313473.8,0,45,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,1-3 años,438200.0,780000.0,1,71,0,10-15 licitadores,1
Suministros,Derivado de Acuerdo Marco,Otros,Educación,Menos de 1 año,32397.6,39300.0,0,30,0,15-20 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,1-3 años,165289.26,200000.0,0,63,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",1-3 años,173553.72,210000.0,1,33,0,Menos de 5 licitadores,0
Servicios,Derivado de Acuerdo Marco,Otros,Cultura y Política Lingüística,Menos de 1 año,74753.0,74753.3,0,80,0,Menos de 5 licitadores,0
Servicios,Derivado de Acuerdo Marco,Otros,Cultura y Política Lingüística,Menos de 1 año,74753.0,74753.3,0,80,0,Menos de 5 licitadores,1
Servicios,Derivado de Acuerdo Marco,Otros,Cultura y Política Lingüística,Menos de 1 año,74753.0,74753.3,0,80,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,Menos de 1 año,30206.83,54690.0,0,39,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,1-3 años,70000.0,84700.0,1,73,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Cultura y Política Lingüística,Menos de 1 año,22550.0,24000.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,75625.0,125000.0,0,71,0,5-10 licitadores,1
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,154763.75,204685.0,1,71,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,26000.0,50000.0,0,71,0,5-10 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,1-3 años,137500.0,166375.0,0,18,0,Menos de 5 licitadores,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,209298.7,223982.7,0,45,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",1-3 años,152730.0,220600.0,1,71,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,109193.55,139991.73,1,79,0,Menos de 5 licitadores,1
Suministros,Negociado Sin Publicidad,Mejor precio,Seguridad,Menos de 1 año,109064.9,131968.53,0,48,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Salud,1-3 años,41322.31,50000.0,1,22,0,Menos de 5 licitadores,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,181297.72,242422.61,0,45,0,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,Educación,1-3 años,27053.89,35100.0,0,33,0,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,139834.4,148760.33,0,38,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Salud,Menos de 1 año,39993.23,48391.81,0,42,0,Menos de 5 licitadores,0
Suministros,Abierto Simplificado,Mejor precio,Gobernanza Pública y Autogobierno,1-3 años,30000.0,36300.0,0,39,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Mejor precio,"Planificación Territorial, Vivienda y Transportes",1-3 años,31869.0,43959.8,1,71,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Seguridad,1-3 años,49990.0,60487.9,1,50,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,1-3 años,49993.0,90000.0,1,71,0,10-15 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,65600.0,82000.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,174500.0,220000.0,1,71,0,Menos de 5 licitadores,1
Suministros,Abierto,Mejor precio,Educación,Menos de 1 año,270089.54,385842.2,0,39,1,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,93775.0,216528.92,0,38,1,Menos de 5 licitadores,0
Suministros,Negociado con Publicidad,Pluralidad de criterios,Gobernanza Pública y Autogobierno,Menos de 1 año,61132.18,75000.0,0,39,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,24870.0,30000.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",1-3 años,191136.0,192000.0,0,80,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,3-6 años,327472.66,330578.48,0,34,0,5-10 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Economía y Hacienda,Menos de 1 año,26446.28,33057.85,0,71,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,Menos de 1 año,210000.0,254100.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Seguridad,Menos de 1 año,40000.0,48400.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Mejor precio,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,82295.0,82295.52,1,79,0,Menos de 5 licitadores,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,27999.993,39999.99,0,45,0,Menos de 5 licitadores,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,37246.18,39999.99,0,45,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Mejor precio,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,17328.0,21660.0,1,79,0,Menos de 5 licitadores,0
Suministros,Derivado de Acuerdo Marco,Otros,Educación,Menos de 1 año,646766.74,782587.76,0,30,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Salud,1-3 años,37190.0,45000.0,1,71,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,32704.0,43560.0,0,90,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,119998.02,135590.98,1,79,0,Menos de 5 licitadores,0
Servicios,Derivado de Acuerdo Marco,Otros,Cultura y Política Lingüística,Menos de 1 año,90100.0,90100.32,0,80,0,10-15 licitadores,0
Servicios,Derivado de Acuerdo Marco,Otros,Cultura y Política Lingüística,Menos de 1 año,35324.7,35324.7,0,80,0,10-15 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,102456.68,115119.87,1,79,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,40000.0,51945.9,0,73,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,29950.0,50000.0,0,71,0,Menos de 5 licitadores,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,22438.83,39999.99,0,45,0,Menos de 5 licitadores,0
Servicios,Derivado de Acuerdo Marco,Otros,Cultura y Política Lingüística,Menos de 1 año,87024.94,87024.94,0,80,0,Menos de 5 licitadores,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,35733.72,39999.99,0,45,0,Menos de 5 licitadores,0
Servicios,Derivado de Acuerdo Marco,Otros,Cultura y Política Lingüística,Menos de 1 año,86765.68,86765.68,0,80,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",1-3 años,917220.0,917355.57,1,79,1,Menos de 5 licitadores,0
Servicios,Derivado de Acuerdo Marco,Otros,Cultura y Política Lingüística,Menos de 1 año,71727.0,71728.6,0,80,0,10-15 licitadores,0
Servicios,Derivado de Acuerdo Marco,Otros,Cultura y Política Lingüística,Menos de 1 año,94491.6,94491.6,0,80,0,Menos de 5 licitadores,0
Servicios,Derivado de Acuerdo Marco,Otros,Cultura y Política Lingüística,Menos de 1 año,51160.64,51160.64,0,80,0,10-15 licitadores,0
Servicios,Derivado de Acuerdo Marco,Otros,Cultura y Política Lingüística,Menos de 1 año,25580.0,25580.32,0,80,0,10-15 licitadores,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,24950.4,39999.99,0,45,0,5-10 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,3-6 años,127103.98,178470.0,0,30,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,Menos de 1 año,102204.0,234710.62,0,34,1,Menos de 5 licitadores,0
Servicios,Derivado de Acuerdo Marco,Otros,Cultura y Política Lingüística,Menos de 1 año,247396.0,247396.36,0,80,0,10-15 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,Menos de 1 año,35000.0,50000.0,0,79,1,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,224000.0,271040.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",1-3 años,112160.0,160000.0,1,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,Menos de 1 año,34000.0,37190.08,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,28050.0,33057.85,0,79,0,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,Educación,Menos de 1 año,17291.33,23219.0,0,39,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",1-3 años,139660.0,173500.0,0,79,0,5-10 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,80000.0,80992.0,1,73,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,101980.0,150000.0,0,71,0,5-10 licitadores,1
Servicios,Derivado de Acuerdo Marco,Otros,Cultura y Política Lingüística,Menos de 1 año,56616.0,56616.3,0,80,0,Menos de 5 licitadores,0
Servicios,Derivado de Acuerdo Marco,Otros,Cultura y Política Lingüística,Menos de 1 año,396314.1,566163.0,0,80,0,Menos de 5 licitadores,0
Servicios,Derivado de Acuerdo Marco,Otros,Cultura y Política Lingüística,Menos de 1 año,56616.0,56616.3,0,80,0,10-15 licitadores,0
Servicios,Derivado de Acuerdo Marco,Otros,Cultura y Política Lingüística,Menos de 1 año,56616.0,56616.3,0,80,0,10-15 licitadores,0
Suministros,Abierto,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,177800.0,254000.0,0,31,1,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Otros,Educación,Menos de 1 año,98500.0,119185.0,0,50,0,Menos de 5 licitadores,0
Suministros,Abierto Simplificado,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,87304.02,100000.0,0,34,0,Menos de 5 licitadores,0
Suministros,Derivado de Acuerdo Marco,Otros,Educación,Menos de 1 año,400758.75,401667.68,0,30,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,1-3 años,172258.07,252250.41,1,92,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,90000.0,150000.0,0,71,1,Menos de 5 licitadores,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,16810.5,39999.99,0,45,0,5-10 licitadores,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,20719.15,39999.99,0,45,0,5-10 licitadores,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,36340.0,39999.99,0,45,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Salud,Menos de 1 año,90656.36,99960.0,1,80,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,160072.5,193687.73,0,71,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,32913.34,41500.0,0,38,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,Menos de 1 año,199000.0,240790.0,0,79,1,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,43450.0,76000.0,0,71,0,15-20 licitadores,1
Servicios,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,55720.0,100000.0,0,71,0,5-10 licitadores,0
Servicios,Abierto Simplificado,Mejor precio,"Igualdad, Justicia y Políticas Sociales",1-3 años,64500.0,86400.0,0,79,0,Menos de 5 licitadores,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,31530.0,39999.99,0,45,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,38125.12,45021.27,0,79,0,Menos de 5 licitadores,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,23084.09,39999.99,0,45,0,Menos de 5 licitadores,0
Suministros,Abierto Simplificado,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,33000.0,33057.85,0,38,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,1-3 años,72206.0,82636.36,0,79,0,Menos de 5 licitadores,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,18912.0,39999.99,0,45,0,Menos de 5 licitadores,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,37600.0,39999.99,0,45,0,5-10 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,338341.79,338842.98,1,32,0,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,Educación,Menos de 1 año,260980.99999999997,372830.0,0,39,1,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,263032.0,375760.0,0,80,1,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,137982.35,166958.64,0,32,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Salud,1-3 años,124003.59999999999,177148.0,1,90,1,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",3-6 años,56070.0,80100.0,1,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",1-3 años,104000.0,160000.0,1,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,70874.81099999999,101249.73,0,90,1,Menos de 5 licitadores,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,31271.6,39999.99,0,45,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,1-3 años,33735.0,49480.0,0,18,1,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,29302.23,35455.7,0,90,0,Menos de 5 licitadores,0
Obras,Abierto,Mejor precio,Seguridad,Menos de 1 año,232178.54,281920.8,1,45,0,5-10 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,Menos de 1 año,82000.0,82200.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,Menos de 1 año,60000.0,72600.0,0,79,0,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,Seguridad,1-3 años,17971.0,21744.91,0,18,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,25544.95,30909.39,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Economía y Hacienda,Menos de 1 año,16130.0,17400.0,0,72,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,33900.0,34000.0,0,71,0,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,73256.0,163411.03,0,38,1,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,Seguridad,Menos de 1 año,60868.3,73650.64,0,48,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Turismo, Comercio y Consumo",Menos de 1 año,34500.0,37190.08,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Economía y Hacienda,Menos de 1 año,78685.0,82640.0,0,72,0,Menos de 5 licitadores,0
Servicios,Derivado de Acuerdo Marco,Otros,Cultura y Política Lingüística,Menos de 1 año,90973.0,90973.2,0,80,0,10-15 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,32970.0,48000.0,0,39,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,53000.0,53700.0,0,73,0,Menos de 5 licitadores,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,37677.15,39999.99,0,45,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Cultura y Política Lingüística,Menos de 1 año,46499.32,75000.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,Menos de 1 año,28420.0,29000.0,0,79,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,823992.0,930338.84,1,32,1,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,23200.0,32000.0,0,32,0,Menos de 5 licitadores,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,38232.94,39999.99,0,45,0,5-10 licitadores,0
Servicios,Abierto,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,38000.0,40000.0,0,51,0,Menos de 5 licitadores,0
Suministros,Abierto Simplificado,Mejor precio,Educación,Menos de 1 año,22959.2,27272.73,0,32,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",1-3 años,126446.28,148760.33,1,71,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,1-3 años,24000.0,50000.0,0,71,0,5-10 licitadores,1
Suministros,Abierto,Mejor precio,Seguridad,1-3 años,49500.0,59895.0,0,35,0,Menos de 5 licitadores,0
Obras,Abierto,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,164082.32,229334.54,0,45,0,5-10 licitadores,0
Suministros,Abierto,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,91927.9,99323.15,0,38,1,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,100000.0,100000.0,0,34,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,Seguridad,Menos de 1 año,75181.16,76033.06,0,32,0,Menos de 5 licitadores,0
