Tipo de contrato,Procedimiento de adjudicación,Criterios de adjudicación,Entidad impulsora,Duración del contrato,¿Caracter plurianual?,CPV,División en lotes,Nº de licitadores presentados,¿UTE?,Mediana Importe,Media Importe,Baja temeraria
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,1,79,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Servicios,Derivado de Acuerdo Marco,Otros,Cultura y Política Lingüística,Menos de 1 año,0,80,0,10-15 licitadores,0,66656.0,125645.5136095493,0
Servicios,Derivado de Acuerdo Marco,Otros,Cultura y Política Lingüística,Menos de 1 año,0,80,0,10-15 licitadores,0,66656.0,125645.5136095493,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,1,79,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,0,73,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,1
Servicios,Abierto Simplificado,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,0,71,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,1
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,0,45,0,Menos de 5 licitadores,0,155627.72,221686.36500306608,1
Servicios,Derivado de Acuerdo Marco,Otros,Cultura y Política Lingüística,Menos de 1 año,0,80,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,0,45,0,Menos de 5 licitadores,0,155627.72,221686.36500306608,0
Servicios,Derivado de Acuerdo Marco,Otros,Cultura y Política Lingüística,Menos de 1 año,0,80,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",1-3 años,1,79,1,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Servicios,Derivado de Acuerdo Marco,Otros,Cultura y Política Lingüística,Menos de 1 año,0,80,0,10-15 licitadores,0,66656.0,125645.5136095493,0
Servicios,Derivado de Acuerdo Marco,Otros,Cultura y Política Lingüística,Menos de 1 año,0,80,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Servicios,Derivado de Acuerdo Marco,Otros,Cultura y Política Lingüística,Menos de 1 año,0,80,0,10-15 licitadores,0,66656.0,125645.5136095493,0
Servicios,Derivado de Acuerdo Marco,Otros,Cultura y Política Lingüística,Menos de 1 año,0,80,0,10-15 licitadores,0,66656.0,125645.5136095493,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,0,45,0,5-10 licitadores,0,155627.72,221686.36500306608,1
Suministros,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,3-6 años,0,30,0,Menos de 5 licitadores,0,80587.3,150645.40711888112,1
Suministros,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,Menos de 1 año,0,34,1,Menos de 5 licitadores,0,80587.3,150645.40711888112,1
Servicios,Derivado de Acuerdo Marco,Otros,Cultura y Política Lingüística,Menos de 1 año,0,80,0,10-15 licitadores,0,66656.0,125645.5136095493,0
Servicios,Abierto,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,Menos de 1 año,0,79,1,Menos de 5 licitadores,0,66656.0,125645.5136095493,1
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,0,79,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",1-3 años,1,79,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,1
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,Menos de 1 año,0,79,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Servicios,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,0,79,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Suministros,Abierto,Mejor precio,Educación,Menos de 1 año,0,39,0,Menos de 5 licitadores,0,80587.3,150645.40711888112,1
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",1-3 años,0,79,0,5-10 licitadores,0,66656.0,125645.5136095493,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,1,73,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Servicios,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,0,71,0,5-10 licitadores,1,66656.0,125645.5136095493,1
Servicios,Derivado de Acuerdo Marco,Otros,Cultura y Política Lingüística,Menos de 1 año,0,80,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Servicios,Derivado de Acuerdo Marco,Otros,Cultura y Política Lingüística,Menos de 1 año,0,80,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,1
Servicios,Derivado de Acuerdo Marco,Otros,Cultura y Política Lingüística,Menos de 1 año,0,80,0,10-15 licitadores,0,66656.0,125645.5136095493,0
Servicios,Derivado de Acuerdo Marco,Otros,Cultura y Política Lingüística,Menos de 1 año,0,80,0,10-15 licitadores,0,66656.0,125645.5136095493,0
Suministros,Abierto,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,0,31,1,Menos de 5 licitadores,0,80587.3,150645.40711888112,1
Servicios,Negociado Sin Publicidad,Otros,Educación,Menos de 1 año,0,50,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Suministros,Abierto Simplificado,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,0,34,0,Menos de 5 licitadores,0,80587.3,150645.40711888112,0
Suministros,Derivado de Acuerdo Marco,Otros,Educación,Menos de 1 año,0,30,0,Menos de 5 licitadores,0,80587.3,150645.40711888112,0
Servicios,Abierto,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,1-3 años,1,92,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,1
Servicios,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,0,71,1,Menos de 5 licitadores,0,66656.0,125645.5136095493,1
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,0,45,0,5-10 licitadores,0,155627.72,221686.36500306608,1
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,0,45,0,5-10 licitadores,0,155627.72,221686.36500306608,1
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,0,45,0,5-10 licitadores,0,155627.72,221686.36500306608,0
Servicios,Abierto,Pluralidad de criterios,Salud,Menos de 1 año,1,80,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,0,71,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,0,38,0,Menos de 5 licitadores,0,80587.3,150645.40711888112,1
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,Menos de 1 año,0,79,1,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Servicios,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,0,71,0,15-20 licitadores,1,66656.0,125645.5136095493,1
Servicios,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,0,71,0,5-10 licitadores,0,66656.0,125645.5136095493,1
Servicios,Abierto Simplificado,Mejor precio,"Igualdad, Justicia y Políticas Sociales",1-3 años,0,79,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,1
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,0,45,0,Menos de 5 licitadores,0,155627.72,221686.36500306608,1
Servicios,Abierto Simplificado,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,0,79,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,0,45,0,Menos de 5 licitadores,0,155627.72,221686.36500306608,1
Suministros,Abierto Simplificado,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,0,38,0,Menos de 5 licitadores,0,80587.3,150645.40711888112,0
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,1-3 años,0,79,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,0,45,0,Menos de 5 licitadores,0,155627.72,221686.36500306608,1
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,0,45,0,5-10 licitadores,0,155627.72,221686.36500306608,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,1,32,0,Menos de 5 licitadores,0,80587.3,150645.40711888112,0
Suministros,Abierto,Mejor precio,Educación,Menos de 1 año,0,39,1,Menos de 5 licitadores,0,80587.3,150645.40711888112,1
Servicios,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,0,80,1,Menos de 5 licitadores,0,66656.0,125645.5136095493,1
Suministros,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,0,32,0,Menos de 5 licitadores,0,80587.3,150645.40711888112,0
Servicios,Abierto,Pluralidad de criterios,Salud,1-3 años,1,90,1,Menos de 5 licitadores,0,66656.0,125645.5136095493,1
Servicios,Abierto Simplificado,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",3-6 años,1,79,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,1
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",1-3 años,1,79,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,1
Servicios,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,0,90,1,Menos de 5 licitadores,0,66656.0,125645.5136095493,1
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,0,45,0,Menos de 5 licitadores,0,155627.72,221686.36500306608,1
Suministros,Abierto,Pluralidad de criterios,Seguridad,1-3 años,0,18,1,Menos de 5 licitadores,0,80587.3,150645.40711888112,1
Servicios,Abierto Simplificado,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,0,90,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Obras,Abierto,Mejor precio,Seguridad,Menos de 1 año,1,45,0,5-10 licitadores,0,155627.72,221686.36500306608,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,Menos de 1 año,0,79,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,Menos de 1 año,0,79,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Suministros,Abierto,Mejor precio,Seguridad,1-3 años,0,18,0,Menos de 5 licitadores,0,80587.3,150645.40711888112,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,0,79,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Economía y Hacienda,Menos de 1 año,0,72,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,0,71,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Suministros,Abierto,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,0,38,1,Menos de 5 licitadores,0,80587.3,150645.40711888112,1
Suministros,Negociado Sin Publicidad,Mejor precio,Seguridad,Menos de 1 año,0,48,0,Menos de 5 licitadores,0,80587.3,150645.40711888112,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Turismo, Comercio y Consumo",Menos de 1 año,0,79,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Economía y Hacienda,Menos de 1 año,0,72,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Servicios,Derivado de Acuerdo Marco,Otros,Cultura y Política Lingüística,Menos de 1 año,0,80,0,10-15 licitadores,0,66656.0,125645.5136095493,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,0,39,0,Menos de 5 licitadores,0,80587.3,150645.40711888112,1
Servicios,Abierto Simplificado,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,0,73,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,0,45,0,Menos de 5 licitadores,0,155627.72,221686.36500306608,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Cultura y Política Lingüística,Menos de 1 año,0,79,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,1
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,Menos de 1 año,0,79,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,1,32,1,Menos de 5 licitadores,0,80587.3,150645.40711888112,0
Suministros,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,0,32,0,Menos de 5 licitadores,0,80587.3,150645.40711888112,1
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,0,45,0,5-10 licitadores,0,155627.72,221686.36500306608,0
Servicios,Abierto,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,0,51,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Suministros,Abierto Simplificado,Mejor precio,Educación,Menos de 1 año,0,32,0,5-10 licitadores,0,80587.3,150645.40711888112,0
Servicios,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",1-3 años,1,71,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Servicios,Abierto,Pluralidad de criterios,Educación,1-3 años,0,71,0,5-10 licitadores,1,66656.0,125645.5136095493,1
Suministros,Abierto,Mejor precio,Seguridad,1-3 años,0,35,0,Menos de 5 licitadores,0,80587.3,150645.40711888112,0
Obras,Abierto,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,0,45,0,5-10 licitadores,0,155627.72,221686.36500306608,1
Suministros,Abierto,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,0,38,1,Menos de 5 licitadores,0,80587.3,150645.40711888112,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,0,34,0,Menos de 5 licitadores,0,80587.3,150645.40711888112,0
Suministros,Negociado Sin Publicidad,Mejor precio,Seguridad,Menos de 1 año,0,32,0,Menos de 5 licitadores,0,80587.3,150645.40711888112,0
Suministros,Abierto Simplificado,Pluralidad de criterios,Salud,Menos de 1 año,0,38,0,Menos de 5 licitadores,0,80587.3,150645.40711888112,0
Suministros,Abierto,Pluralidad de criterios,Salud,Menos de 1 año,0,38,0,Menos de 5 licitadores,0,80587.3,150645.40711888112,0
Obras,Abierto Simplificado,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,1,45,0,Menos de 5 licitadores,0,155627.72,221686.36500306608,0
Obras,Negociado Sin Publicidad,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,0,45,0,Menos de 5 licitadores,0,155627.72,221686.36500306608,0
Obras,Abierto Simplificado,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,1,45,0,Menos de 5 licitadores,0,155627.72,221686.36500306608,1
Servicios,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,0,79,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,0,45,0,5-10 licitadores,0,155627.72,221686.36500306608,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,0,45,0,5-10 licitadores,0,155627.72,221686.36500306608,1
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,0,45,0,5-10 licitadores,0,155627.72,221686.36500306608,1
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",1-3 años,1,79,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Servicios,Abierto,Mejor precio,Educación,Menos de 1 año,0,39,1,Menos de 5 licitadores,0,66656.0,125645.5136095493,1
Servicios,Abierto,Pluralidad de criterios,Educación,1-3 años,0,80,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Suministros,Negociado Sin Publicidad,Mejor precio,Seguridad,1-3 años,0,33,0,Menos de 5 licitadores,0,80587.3,150645.40711888112,0
Servicios,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,1,72,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,1
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,Menos de 1 año,0,79,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,Menos de 1 año,0,79,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Suministros,Negociado Sin Publicidad,Mejor precio,Seguridad,Menos de 1 año,0,35,0,Menos de 5 licitadores,0,80587.3,150645.40711888112,1
Suministros,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,0,18,0,Menos de 5 licitadores,0,80587.3,150645.40711888112,0
Servicios,Negociado Sin Publicidad,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,0,79,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Suministros,Abierto Simplificado,Mejor precio,Educación,Menos de 1 año,0,37,0,5-10 licitadores,0,80587.3,150645.40711888112,1
Suministros,Abierto,Mejor precio,Educación,Menos de 1 año,0,39,1,Menos de 5 licitadores,0,80587.3,150645.40711888112,1
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,0,45,0,Menos de 5 licitadores,0,155627.72,221686.36500306608,0
Obras,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,0,45,0,5-10 licitadores,0,155627.72,221686.36500306608,0
Suministros,Negociado Sin Publicidad,Otros,Cultura y Política Lingüística,Menos de 1 año,0,22,0,Menos de 5 licitadores,0,80587.3,150645.40711888112,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Salud,1-3 años,0,79,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,1-3 años,0,30,0,Menos de 5 licitadores,0,80587.3,150645.40711888112,0
Servicios,Abierto,Pluralidad de criterios,Salud,1-3 años,0,85,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Servicios,Abierto,Mejor precio,Educación,Menos de 1 año,0,80,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Servicios,Abierto,Mejor precio,"Igualdad, Justicia y Políticas Sociales",1-3 años,0,60,1,Menos de 5 licitadores,0,66656.0,125645.5136095493,1
Suministros,Abierto,Pluralidad de criterios,Seguridad,3-6 años,0,15,0,Menos de 5 licitadores,0,80587.3,150645.40711888112,0
Obras,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,0,45,0,5-10 licitadores,0,155627.72,221686.36500306608,0
Suministros,Negociado Sin Publicidad,Otros,Cultura y Política Lingüística,Menos de 1 año,0,22,0,Menos de 5 licitadores,0,80587.3,150645.40711888112,0
Suministros,Abierto Simplificado,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,0,45,0,Menos de 5 licitadores,0,80587.3,150645.40711888112,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,1-3 años,0,18,1,Menos de 5 licitadores,0,80587.3,150645.40711888112,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",1-3 años,1,79,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,1,90,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,0,45,0,Menos de 5 licitadores,0,155627.72,221686.36500306608,0
Servicios,Abierto,Pluralidad de criterios,Economía y Hacienda,1-3 años,1,79,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Suministros,Abierto Simplificado,Pluralidad de criterios,Gobernanza Pública y Autogobierno,Menos de 1 año,0,30,0,Menos de 5 licitadores,0,80587.3,150645.40711888112,0
Servicios,Abierto,Pluralidad de criterios,Salud,1-3 años,0,72,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,0,79,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Servicios,Abierto,Pluralidad de criterios,Economía y Hacienda,1-3 años,0,79,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,0,45,0,Menos de 5 licitadores,0,155627.72,221686.36500306608,0
Suministros,Abierto,Mejor precio,Seguridad,Menos de 1 año,0,30,1,Menos de 5 licitadores,0,80587.3,150645.40711888112,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,0,45,0,5-10 licitadores,1,155627.72,221686.36500306608,1
Suministros,Derivado de Acuerdo Marco,Otros,Educación,Menos de 1 año,0,30,0,Menos de 5 licitadores,0,80587.3,150645.40711888112,1
Suministros,Abierto,Pluralidad de criterios,Seguridad,1-3 años,0,18,0,Menos de 5 licitadores,0,80587.3,150645.40711888112,0
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,1-3 años,0,72,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Servicios,Abierto Simplificado,Mejor precio,Economía y Hacienda,1-3 años,0,63,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Servicios,Abierto Simplificado,Mejor precio,Economía y Hacienda,1-3 años,0,90,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Economía y Hacienda,1-3 años,0,50,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Economía y Hacienda,1-3 años,0,72,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Suministros,Abierto Simplificado,Pluralidad de criterios,Economía y Hacienda,1-3 años,0,48,0,Menos de 5 licitadores,0,80587.3,150645.40711888112,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Economía y Hacienda,Menos de 1 año,0,72,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,0,45,0,5-10 licitadores,0,155627.72,221686.36500306608,1
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,1-3 años,0,75,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Servicios,Abierto,Pluralidad de criterios,Seguridad,1-3 años,0,50,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,1
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,0,79,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,1
Suministros,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,Menos de 1 año,0,39,0,5-10 licitadores,0,80587.3,150645.40711888112,1
Servicios,Abierto,Pluralidad de criterios,Salud,1-3 años,1,85,1,Menos de 5 licitadores,0,66656.0,125645.5136095493,1
Servicios,Abierto,Pluralidad de criterios,Salud,1-3 años,1,85,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Servicios,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,1,80,1,Menos de 5 licitadores,0,66656.0,125645.5136095493,1
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,0,79,0,10-15 licitadores,0,66656.0,125645.5136095493,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",1-3 años,0,79,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Trabajo y Empleo,Menos de 1 año,0,71,0,Menos de 5 licitadores,1,66656.0,125645.5136095493,1
Suministros,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,0,31,1,Menos de 5 licitadores,0,80587.3,150645.40711888112,1
Servicios,Abierto Simplificado,Pluralidad de criterios,Trabajo y Empleo,Menos de 1 año,0,79,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Trabajo y Empleo,Menos de 1 año,0,79,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Trabajo y Empleo,3-6 años,1,79,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Suministros,Abierto,Pluralidad de criterios,Salud,1-3 años,0,33,0,Menos de 5 licitadores,0,80587.3,150645.40711888112,1
Servicios,Abierto,Pluralidad de criterios,Seguridad,1-3 años,1,60,0,5-10 licitadores,1,66656.0,125645.5136095493,0
Servicios,Abierto,Pluralidad de criterios,Seguridad,1-3 años,1,90,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Suministros,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,0,39,0,Menos de 5 licitadores,0,80587.3,150645.40711888112,1
Servicios,Abierto Simplificado,Pluralidad de criterios,Economía y Hacienda,Menos de 1 año,0,72,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Suministros,Negociado Sin Publicidad,Mejor precio,Economía y Hacienda,3-6 años,0,48,0,Menos de 5 licitadores,0,80587.3,150645.40711888112,0
Obras,Negociado Sin Publicidad,Otros,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,0,45,0,Menos de 5 licitadores,0,155627.72,221686.36500306608,0
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,1-3 años,0,75,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",1-3 años,0,79,0,Menos de 5 licitadores,0,66656.0,125645.5136095493,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,Menos de 1 año,0,63,1,Menos de 5 licitadores,0,66656.0,125645.5136095493,1
Suministros,Abierto,Pluralidad de criterios,Seguridad,1-3 años,0,31,1,Menos de 5 licitadores,0,80587.3,150645.40711888112,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,0,45,0,Menos de 5 licitadores,0,155627.72,221686.36500306608,0
